,Unnamed: 0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,Unnamed: 0,target
185106,185106,2021-01-05 16:05:59.529493+00:00,x,y,2021-02-07 05:15:00+00:00,2021-02-07 07:25:00+00:00,alpha,True,20.0,1,a-1,185106,10227.0
2191638,2191638,2021-02-26 16:00:01.937421+00:00,x,y,2021-03-27 13:30:00+00:00,2021-03-27 15:40:00+00:00,alpha,True,15.0,1,a-5,2191638,9004.0
7766326,7766326,2021-05-25 22:54:09.713895+00:00,x,y,2021-06-09 13:00:00+00:00,2021-06-09 15:00:00+00:00,alpha,True,35.0,1,a-5,7766326,7520.0
12743625,12743625,2021-07-04 13:34:52.112934+00:00,x,y,2021-07-12 10:00:00+00:00,2021-07-12 12:00:00+00:00,alpha,True,35.0,1,a-7,12743625,12645.0
16091753,16091753,2021-07-27 04:02:37.691850+00:00,x,y,2021-09-03 10:00:00+00:00,2021-09-03 12:00:00+00:00,alpha,True,15.0,1,a-7,16091753,9045.0
11911328,11911328,2021-06-30 04:08:27.581177+00:00,x,y,2021-07-01 09:45:00+00:00,2021-07-01 11:45:00+00:00,gamma,True,20.0,2,c-2,11911328,13050.0
7174507,7174507,2021-05-19 08:52:00.666219+00:00,x,y,2021-05-23 11:00:00+00:00,2021-05-23 12:55:00+00:00,beta,True,40.0,0,b-69,7174507,10262.0
7759932,7759932,2021-05-25 20:05:00.364620+00:00,x,y,2021-05-26 11:00:00+00:00,2021-05-26 12:55:00+00:00,beta,True,40.0,0,b-69,7759932,8712.0
5180197,5180197,2021-04-21 23:41:20.538121+00:00,x,y,2021-04-24 05:00:00+00:00,2021-04-24 07:00:00+00:00,gamma,True,20.0,1,c-2,5180197,7390.0
10823665,10823665,2021-06-22 13:57:06.192022+00:00,x,y,2021-07-02 05:00:00+00:00,2021-07-02 07:00:00+00:00,alpha,True,35.0,1,a-1,10823665,7900.0
4317572,4317572,2021-04-06 10:54:58.957672+00:00,x,y,2021-04-07 15:30:00+00:00,2021-04-07 17:30:00+00:00,alpha,True,35.0,1,a-7,4317572,9602.0
7413756,7413756,2021-05-21 17:27:34.922989+00:00,x,y,2021-07-03 16:00:00+00:00,2021-07-03 18:00:00+00:00,alpha,True,35.0,1,a-7,7413756,7520.0
16781397,16781397,2021-08-01 15:50:46.869590+00:00,x,y,2021-08-08 05:00:00+00:00,2021-08-08 06:55:00+00:00,beta,True,40.0,0,b-1,16781397,11080.0
21724789,21724789,2021-08-31 15:06:39.340232+00:00,x,y,2021-09-16 13:00:00+00:00,2021-09-16 15:00:00+00:00,alpha,True,15.0,1,a-9,21724789,6810.0
8036750,8036750,2021-05-29 14:52:27.481128+00:00,x,y,2021-06-10 17:00:00+00:00,2021-06-10 18:59:00+00:00,gamma,True,20.0,2,c-6,8036750,11425.0
16473701,16473701,2021-07-30 02:38:59.253294+00:00,x,y,2021-07-30 17:00:00+00:00,2021-07-30 18:59:00+00:00,gamma,True,20.0,1,c-6,16473701,15075.0
19329536,19329536,2021-08-15 20:11:00.049027+00:00,x,y,2021-08-21 10:00:00+00:00,2021-08-21 12:00:00+00:00,alpha,True,15.0,1,a-7,19329536,18945.0
6376229,6376229,2021-05-07 19:48:59.667513+00:00,x,y,2021-05-19 13:30:00+00:00,2021-05-19 15:30:00+00:00,alpha,True,35.0,1,a-5,6376229,6995.0
8756155,8756155,2021-06-04 21:40:45.407573+00:00,x,y,2021-07-07 05:00:00+00:00,2021-07-07 07:00:00+00:00,gamma,True,20.0,1,c-2,8756155,10900.0
15845041,15845041,2021-07-25 11:22:18.319150+00:00,x,y,2021-10-31 04:00:00+00:00,2021-10-31 06:00:00+00:00,alpha,True,15.0,1,a-1,15845041,9045.0
200041,200041,2021-01-06 06:09:37.023902+00:00,x,y,2021-01-14 16:00:00+00:00,2021-01-14 18:10:00+00:00,alpha,True,0.0,0,a-7,200041,8739.0
13245621,13245621,2021-07-07 05:29:27.288345+00:00,x,y,2021-07-10 05:00:00+00:00,2021-07-10 06:55:00+00:00,beta,True,40.0,0,b-1,13245621,15280.0
14825632,14825632,2021-07-17 10:51:52.316337+00:00,x,y,2021-07-23 13:00:00+00:00,2021-07-23 15:00:00+00:00,alpha,True,15.0,1,a-9,14825632,11245.0
11026277,11026277,2021-06-24 06:53:27.349955+00:00,x,y,2021-06-24 13:00:00+00:00,2021-06-24 15:00:00+00:00,alpha,True,35.0,1,a-9,11026277,11072.0
5535103,5535103,2021-04-25 19:15:21.705521+00:00,x,y,2021-06-02 13:30:00+00:00,2021-06-02 15:30:00+00:00,alpha,True,15.0,1,a-5,5535103,7796.0
10616136,10616136,2021-06-20 20:13:28.609424+00:00,x,y,2021-07-26 11:00:00+00:00,2021-07-26 12:55:00+00:00,beta,True,40.0,0,b-69,10616136,8034.0
9665336,9665336,2021-06-13 09:25:43.762521+00:00,x,y,2021-08-25 10:00:00+00:00,2021-08-25 12:00:00+00:00,alpha,True,35.0,1,a-7,9665336,7124.0
17020396,17020396,2021-08-03 18:50:16.966777+00:00,x,y,2021-08-13 13:15:00+00:00,2021-08-13 15:15:00+00:00,alpha,True,20.0,1,a-9,17020396,8381.0
15702226,15702226,2021-07-24 10:46:02.773288+00:00,x,y,2021-07-24 14:00:00+00:00,2021-07-24 16:00:00+00:00,gamma,True,20.0,1,c-4,15702226,15075.0
14887767,14887767,2021-07-17 19:50:52.552597+00:00,x,y,2021-07-29 10:00:00+00:00,2021-07-29 12:00:00+00:00,alpha,True,15.0,1,a-7,14887767,11245.0
13793622,13793622,2021-07-10 11:34:16.701526+00:00,x,y,2021-08-09 09:45:00+00:00,2021-08-09 11:45:00+00:00,gamma,True,20.0,2,c-2,13793622,13560.0
17941690,17941690,2021-08-09 12:05:09.946646+00:00,x,y,2021-08-22 17:00:00+00:00,2021-08-22 18:59:00+00:00,gamma,True,20.0,2,c-6,17941690,14130.0
9177700,9177700,2021-06-09 07:58:00.065456+00:00,x,y,2021-06-13 10:00:00+00:00,2021-06-13 12:00:00+00:00,alpha,True,15.0,1,a-7,9177700,10006.0
18332762,18332762,2021-08-10 21:17:20.630619+00:00,x,y,2021-08-20 17:00:00+00:00,2021-08-20 18:59:00+00:00,gamma,True,20.0,2,c-6,18332762,10280.0
18869250,18869250,2021-08-13 11:30:33.408560+00:00,x,y,2021-08-20 05:00:00+00:00,2021-08-20 07:00:00+00:00,alpha,True,20.0,1,a-1,18869250,12645.0
3454837,3454837,2021-03-18 02:54:46.996186+00:00,x,y,2021-03-18 17:00:00+00:00,2021-03-18 18:59:00+00:00,gamma,True,20.0,1,c-6,3454837,9800.0
9742180,9742180,2021-06-13 18:33:31.434649+00:00,x,y,2021-06-24 04:00:00+00:00,2021-06-24 06:00:00+00:00,alpha,True,35.0,1,a-1,9742180,7124.0
20450298,20450298,2021-08-22 10:56:19.821573+00:00,x,y,2021-10-28 16:00:00+00:00,2021-10-28 17:55:00+00:00,beta,True,40.0,0,b-19,20450298,8390.0
20055562,20055562,2021-08-19 20:02:39.709512+00:00,x,y,2021-10-03 10:00:00+00:00,2021-10-03 12:00:00+00:00,alpha,True,20.0,1,a-7,20055562,7524.0
16793477,16793477,2021-08-01 17:40:15.408079+00:00,x,y,2021-08-22 04:00:00+00:00,2021-08-22 06:00:00+00:00,alpha,True,35.0,1,a-1,16793477,10545.0
10221756,10221756,2021-06-17 13:24:37.891308+00:00,x,y,2021-06-30 16:00:00+00:00,2021-06-30 18:00:00+00:00,alpha,True,35.0,1,a-23,10221756,7150.0
13927667,13927667,2021-07-11 09:28:02.743006+00:00,x,y,2021-07-27 07:00:00+00:00,2021-07-27 09:00:00+00:00,alpha,True,35.0,1,a-5,13927667,12645.0
1147075,1147075,2021-02-01 16:54:28.518638+00:00,x,y,2021-02-11 13:30:00+00:00,2021-02-11 15:40:00+00:00,alpha,True,20.0,1,a-5,1147075,9799.0
21298657,21298657,2021-08-28 06:37:34.269130+00:00,x,y,2021-09-10 13:15:00+00:00,2021-09-10 15:15:00+00:00,alpha,True,15.0,1,a-9,21298657,7524.0
6155794,6155794,2021-05-04 14:29:54.119028+00:00,x,y,2021-05-11 16:00:00+00:00,2021-05-11 18:00:00+00:00,alpha,True,15.0,1,a-7,6155794,6495.0
19596356,19596356,2021-08-17 10:01:41.422071+00:00,x,y,2021-09-14 14:00:00+00:00,2021-09-14 16:00:00+00:00,gamma,True,20.0,1,c-4,19596356,7500.0
9240733,9240733,2021-06-09 18:56:13.746974+00:00,x,y,2021-06-19 04:00:00+00:00,2021-06-19 06:00:00+00:00,alpha,True,15.0,1,a-1,9240733,9403.0
18056104,18056104,2021-08-09 20:25:43.481485+00:00,x,y,2021-08-11 13:00:00+00:00,2021-08-11 15:00:00+00:00,alpha,True,15.0,1,a-9,18056104,6810.0
8776374,8776374,2021-06-05 06:43:10.936124+00:00,x,y,2021-07-30 17:00:00+00:00,2021-07-30 18:59:00+00:00,gamma,True,20.0,2,c-6,8776374,11900.0
7340836,7340836,2021-05-20 23:51:02.656602+00:00,x,y,2021-05-23 11:00:00+00:00,2021-05-23 13:00:00+00:00,gamma,True,20.0,2,c-4,7340836,11285.0
4194480,4194480,2021-04-02 20:27:23.837135+00:00,x,y,2021-04-27 15:30:00+00:00,2021-04-27 17:30:00+00:00,alpha,True,35.0,1,a-7,4194480,10799.0
20755483,20755483,2021-08-24 09:50:33.784212+00:00,x,y,2021-09-21 07:00:00+00:00,2021-09-21 09:00:00+00:00,alpha,True,15.0,1,a-5,20755483,6524.0
21003917,21003917,2021-08-26 01:53:49.849671+00:00,x,y,2021-09-19 10:35:00+00:00,2021-09-19 12:35:00+00:00,omega,True,20.0,1,d-3,21003917,7950.0
11152705,11152705,2021-06-25 04:27:12.242491+00:00,x,y,2021-07-04 09:45:00+00:00,2021-07-04 11:45:00+00:00,gamma,True,20.0,2,c-2,11152705,11035.0
11073974,11073974,2021-06-24 13:04:32.284891+00:00,x,y,2021-06-29 13:00:00+00:00,2021-06-29 15:00:00+00:00,alpha,True,15.0,1,a-9,11073974,11807.0
6511982,6511982,2021-05-09 20:41:39.015380+00:00,x,y,2021-05-22 05:00:00+00:00,2021-05-22 07:00:00+00:00,gamma,True,20.0,2,c-2,6511982,8390.0
7222584,7222584,2021-05-19 17:06:07.915013+00:00,x,y,2021-05-25 11:00:00+00:00,2021-05-25 13:00:00+00:00,gamma,True,20.0,1,c-4,7222584,8025.0
21108239,21108239,2021-08-26 17:40:31.727622+00:00,x,y,2021-09-18 13:00:00+00:00,2021-09-18 15:00:00+00:00,alpha,True,20.0,1,a-9,21108239,8381.0
6722601,6722601,2021-05-13 10:44:55.410392+00:00,x,y,2021-05-22 05:00:00+00:00,2021-05-22 07:00:00+00:00,gamma,True,20.0,2,c-2,6722601,8390.0
17037540,17037540,2021-08-03 23:18:28.463042+00:00,x,y,2021-08-04 04:00:00+00:00,2021-08-04 06:00:00+00:00,alpha,True,15.0,1,a-1,17037540,6524.0
19891087,19891087,2021-08-18 21:11:59.496225+00:00,x,y,2021-08-29 14:00:00+00:00,2021-08-29 15:55:00+00:00,beta,True,40.0,0,b-9,19891087,13360.0
21008127,21008127,2021-08-26 03:35:55.165791+00:00,x,y,2021-08-30 02:00:00+00:00,2021-08-30 03:55:00+00:00,beta,True,40.0,0,b-73,21008127,9400.0
5549840,5549840,2021-04-25 23:51:00.908524+00:00,x,y,2021-05-20 13:30:00+00:00,2021-05-20 15:30:00+00:00,alpha,True,15.0,1,a-5,5549840,7796.0
21589602,21589602,2021-08-30 14:45:32.837931+00:00,x,y,2021-09-13 17:00:00+00:00,2021-09-13 18:59:00+00:00,gamma,True,20.0,1,c-6,21589602,7765.0
14996180,14996180,2021-07-18 17:36:43.310274+00:00,x,y,2021-08-11 17:00:00+00:00,2021-08-11 18:59:00+00:00,gamma,True,20.0,1,c-6,14996180,12560.0
13774116,13774116,2021-07-10 09:14:05.590581+00:00,x,y,2021-07-17 13:00:00+00:00,2021-07-17 15:00:00+00:00,alpha,True,35.0,1,a-9,13774116,19545.0
21132217,21132217,2021-08-26 20:26:40.168776+00:00,x,y,2021-09-01 17:00:00+00:00,2021-09-01 18:59:00+00:00,gamma,True,20.0,2,c-6,21132217,9750.0
1990513,1990513,2021-02-21 19:40:58.768462+00:00,x,y,2021-02-22 11:00:00+00:00,2021-02-22 12:55:00+00:00,beta,True,20.0,0,b-69,1990513,11846.0
10373206,10373206,2021-06-18 19:02:27.473317+00:00,x,y,2021-06-19 10:05:00+00:00,2021-06-19 12:00:00+00:00,alpha,True,35.0,1,a-7,10373206,8800.0
2027469,2027469,2021-02-22 15:58:40.900323+00:00,x,y,2021-03-05 16:00:00+00:00,2021-03-05 18:10:00+00:00,alpha,True,15.0,1,a-7,2027469,12495.0
16278933,16278933,2021-07-28 11:10:33.867206+00:00,x,y,2021-08-20 05:00:00+00:00,2021-08-20 07:00:00+00:00,alpha,True,35.0,1,a-1,16278933,8381.0
12705109,12705109,2021-07-04 10:05:51.602192+00:00,x,y,2021-07-31 14:00:00+00:00,2021-07-31 16:00:00+00:00,gamma,True,20.0,2,c-4,12705109,13050.0
19061782,19061782,2021-08-14 11:39:25.878525+00:00,x,y,2021-08-22 10:00:00+00:00,2021-08-22 12:00:00+00:00,gamma,True,20.0,2,c-2,19061782,23130.0
4498569,4498569,2021-04-11 08:30:45.998333+00:00,x,y,2021-05-08 11:00:00+00:00,2021-05-08 13:00:00+00:00,gamma,True,20.0,2,c-4,4498569,9650.0
3329238,3329238,2021-03-15 18:51:40.138487+00:00,x,y,2021-04-04 05:00:00+00:00,2021-04-04 07:00:00+00:00,alpha,True,35.0,1,a-1,3329238,10799.0
8241448,8241448,2021-05-31 11:36:17.694500+00:00,x,y,2021-06-11 11:00:00+00:00,2021-06-11 13:00:00+00:00,gamma,True,20.0,2,c-4,8241448,11900.0
20123572,20123572,2021-08-20 08:20:13.203286+00:00,x,y,2021-09-19 14:00:00+00:00,2021-09-19 16:00:00+00:00,gamma,True,20.0,1,c-4,20123572,7500.0
3884004,3884004,2021-03-26 17:08:22.219425+00:00,x,y,2021-03-29 08:00:00+00:00,2021-03-29 09:55:00+00:00,beta,True,20.0,0,b-67,3884004,8999.0
19150953,19150953,2021-08-14 21:14:10.409564+00:00,x,y,2021-08-25 04:40:00+00:00,2021-08-25 06:40:00+00:00,omega,True,20.0,1,d-1,19150953,7950.0
11857421,11857421,2021-06-29 17:17:21.352310+00:00,x,y,2021-07-02 14:00:00+00:00,2021-07-02 15:55:00+00:00,beta,True,40.0,0,b-9,11857421,17314.0
174787,174787,2021-01-05 10:56:54.787206+00:00,x,y,2021-02-07 16:00:00+00:00,2021-02-07 18:10:00+00:00,alpha,True,20.0,1,a-7,174787,10227.0
11408791,11408791,2021-06-26 20:50:55.144323+00:00,x,y,2021-07-01 14:00:00+00:00,2021-07-01 16:00:00+00:00,gamma,True,20.0,2,c-4,11408791,8765.0
19440957,19440957,2021-08-16 13:17:28.832065+00:00,x,y,2021-08-21 13:00:00+00:00,2021-08-21 15:00:00+00:00,alpha,True,15.0,1,a-9,19440957,18945.0
11034335,11034335,2021-06-24 08:02:02.674749+00:00,x,y,2021-07-22 14:00:00+00:00,2021-07-22 16:00:00+00:00,gamma,True,20.0,1,c-4,11034335,8525.0
5234526,5234526,2021-04-22 12:12:11.272622+00:00,x,y,2021-09-08 13:30:00+00:00,2021-09-08 15:30:00+00:00,alpha,True,15.0,1,a-5,5234526,7796.0
21418204,21418204,2021-08-29 05:27:33.578673+00:00,x,y,2021-08-30 04:00:00+00:00,2021-08-30 06:00:00+00:00,alpha,True,20.0,1,a-1,21418204,12645.0
1589126,1589126,2021-02-12 16:36:21.111483+00:00,x,y,2021-02-20 05:15:00+00:00,2021-02-20 07:25:00+00:00,alpha,True,15.0,1,a-1,1589126,12495.0
17255704,17255704,2021-08-05 15:30:11.877301+00:00,x,y,2021-08-20 11:00:00+00:00,2021-08-20 12:55:00+00:00,beta,True,20.0,0,b-69,17255704,7370.0
4482693,4482693,2021-04-10 17:13:36.392200+00:00,x,y,2021-04-13 13:30:00+00:00,2021-04-13 15:30:00+00:00,alpha,True,15.0,1,a-5,4482693,8048.0
19146575,19146575,2021-08-14 20:43:33.177374+00:00,x,y,2022-01-02 13:00:00+00:00,2022-01-02 15:00:00+00:00,alpha,True,15.0,1,a-9,19146575,9045.0
17006820,17006820,2021-08-03 16:39:41.467372+00:00,x,y,2021-08-04 16:00:00+00:00,2021-08-04 18:00:00+00:00,alpha,True,20.0,1,a-23,17006820,7524.0
11360417,11360417,2021-06-26 13:56:16.971164+00:00,x,y,2021-06-27 04:00:00+00:00,2021-06-27 06:00:00+00:00,alpha,True,35.0,1,a-1,11360417,15377.0
8984982,8984982,2021-06-07 10:41:16.393874+00:00,x,y,2021-06-10 11:00:00+00:00,2021-06-10 12:55:00+00:00,beta,True,20.0,0,b-69,8984982,10057.0
7024753,7024753,2021-05-17 12:01:25.742564+00:00,x,y,2021-05-31 10:00:00+00:00,2021-05-31 12:00:00+00:00,alpha,True,15.0,1,a-9,7024753,6494.0
14655022,14655022,2021-07-16 06:30:53.782337+00:00,x,y,2021-07-19 10:00:00+00:00,2021-07-19 12:00:00+00:00,gamma,True,20.0,1,c-2,14655022,10040.0
6459341,6459341,2021-05-09 05:45:56.292143+00:00,x,y,2021-05-11 05:00:00+00:00,2021-05-11 07:00:00+00:00,alpha,True,35.0,1,a-1,6459341,6495.0
7341679,7341679,2021-05-21 00:28:55.166308+00:00,x,y,2021-06-05 11:00:00+00:00,2021-06-05 13:00:00+00:00,gamma,True,20.0,1,c-4,7341679,8025.0
1593235,1593235,2021-02-12 18:18:54.047592+00:00,x,y,2021-02-14 05:00:00+00:00,2021-02-14 06:55:00+00:00,beta,True,20.0,0,b-1,1593235,11536.0
5039263,5039263,2021-04-20 18:32:00.713565+00:00,x,y,2021-04-22 05:00:00+00:00,2021-04-22 06:55:00+00:00,beta,True,20.0,0,b-1,5039263,7392.0
13584340,13584340,2021-07-09 05:08:27.759985+00:00,x,y,2021-07-19 09:45:00+00:00,2021-07-19 11:45:00+00:00,gamma,True,20.0,1,c-2,13584340,10900.0
18576953,18576953,2021-08-11 23:42:32.010870+00:00,x,y,2021-08-17 14:00:00+00:00,2021-08-17 16:00:00+00:00,gamma,True,20.0,2,c-4,18576953,7870.0
15206903,15206903,2021-07-20 11:37:58.928465+00:00,x,y,2021-07-25 10:00:00+00:00,2021-07-25 12:00:00+00:00,gamma,True,20.0,2,c-2,15206903,19105.0
21595038,21595038,2021-08-30 15:28:53.737303+00:00,x,y,2021-09-04 11:00:00+00:00,2021-09-04 13:00:00+00:00,gamma,True,20.0,1,c-4,21595038,7765.0
19604652,19604652,2021-08-17 10:57:41.311323+00:00,x,y,2021-08-21 17:00:00+00:00,2021-08-21 18:59:00+00:00,gamma,True,20.0,2,c-6,19604652,19350.0
11689697,11689697,2021-06-28 17:40:42.671384+00:00,x,y,2021-07-02 10:35:00+00:00,2021-07-02 12:35:00+00:00,gamma,True,20.0,1,c-2,11689697,7765.0
10932958,10932958,2021-06-23 11:38:40.065144+00:00,x,y,2021-06-23 13:00:00+00:00,2021-06-23 15:00:00+00:00,alpha,True,35.0,1,a-9,10932958,8800.0
3845884,3845884,2021-03-26 01:10:45.815824+00:00,x,y,2021-03-27 05:00:00+00:00,2021-03-27 07:00:00+00:00,alpha,True,15.0,1,a-1,3845884,9798.0
9759163,9759163,2021-06-13 20:50:42.550071+00:00,x,y,2021-06-20 10:00:00+00:00,2021-06-20 12:00:00+00:00,alpha,True,35.0,1,a-7,9759163,7900.0
4409652,4409652,2021-04-08 16:07:46.846561+00:00,x,y,2021-05-03 05:00:00+00:00,2021-05-03 06:55:00+00:00,beta,True,20.0,0,b-1,4409652,7884.0
3365584,3365584,2021-03-16 11:34:40.940276+00:00,x,y,2021-04-10 05:00:00+00:00,2021-04-10 07:00:00+00:00,alpha,True,35.0,1,a-1,3365584,10799.0
7163679,7163679,2021-05-19 06:33:17.481720+00:00,x,y,2021-05-25 05:00:00+00:00,2021-05-25 07:00:00+00:00,alpha,True,35.0,1,a-1,7163679,7124.0
12385116,12385116,2021-07-02 16:46:44.955350+00:00,x,y,2021-07-18 13:00:00+00:00,2021-07-18 15:00:00+00:00,alpha,True,15.0,1,a-9,12385116,11245.0
20351728,20351728,2021-08-21 16:48:08.596241+00:00,x,y,2021-08-23 10:00:00+00:00,2021-08-23 12:00:00+00:00,alpha,True,20.0,1,a-7,20351728,28245.0
12202507,12202507,2021-07-01 16:32:16.870364+00:00,x,y,2021-07-10 16:00:00+00:00,2021-07-10 18:00:00+00:00,alpha,True,15.0,1,a-23,12202507,11245.0
17719735,17719735,2021-08-08 10:32:32.628996+00:00,x,y,2021-08-24 10:00:00+00:00,2021-08-24 12:00:00+00:00,gamma,True,20.0,2,c-2,17719735,8765.0
4291099,4291099,2021-04-05 16:11:37.247173+00:00,x,y,2021-04-07 05:00:00+00:00,2021-04-07 07:00:00+00:00,alpha,True,35.0,1,a-1,4291099,9602.0
13530696,13530696,2021-07-08 17:19:17.573497+00:00,x,y,2021-08-01 16:00:00+00:00,2021-08-01 18:00:00+00:00,alpha,True,35.0,1,a-23,13530696,12645.0
16278872,16278872,2021-07-28 11:10:11.538712+00:00,x,y,2021-08-04 16:00:00+00:00,2021-08-04 18:00:00+00:00,alpha,True,35.0,1,a-23,16278872,10545.0
1447401,1447401,2021-02-09 07:14:03.784148+00:00,x,y,2021-02-11 13:00:00+00:00,2021-02-11 15:00:00+00:00,alpha,True,0.0,0,a-5,1447401,8739.0
12063693,12063693,2021-06-30 20:33:59.425460+00:00,x,y,2021-07-26 16:00:00+00:00,2021-07-26 18:00:00+00:00,alpha,True,35.0,1,a-23,12063693,11072.0
12539313,12539313,2021-07-03 12:34:57.815100+00:00,x,y,2021-08-02 13:00:00+00:00,2021-08-02 15:00:00+00:00,alpha,True,15.0,1,a-9,12539313,9045.0
9643698,9643698,2021-06-13 06:52:32.648837+00:00,x,y,2021-06-27 09:45:00+00:00,2021-06-27 11:45:00+00:00,gamma,True,20.0,2,c-2,9643698,7900.0
19982474,19982474,2021-08-19 12:10:06.978067+00:00,x,y,2022-01-02 17:05:00+00:00,2022-01-02 19:05:00+00:00,omega,True,20.0,1,d-5,19982474,7950.0
4414836,4414836,2021-04-08 18:32:35.829423+00:00,x,y,2021-04-10 05:00:00+00:00,2021-04-10 07:00:00+00:00,gamma,True,20.0,1,c-2,4414836,8395.0
17090114,17090114,2021-08-04 11:35:35.530780+00:00,x,y,2021-08-22 14:00:00+00:00,2021-08-22 16:00:00+00:00,gamma,True,20.0,2,c-4,17090114,13560.0
20818650,20818650,2021-08-24 17:45:05.534519+00:00,x,y,2021-08-29 16:00:00+00:00,2021-08-29 18:00:00+00:00,alpha,True,15.0,1,a-23,20818650,12945.0
12489920,12489920,2021-07-03 08:05:02.874347+00:00,x,y,2021-07-29 11:00:00+00:00,2021-07-29 12:55:00+00:00,beta,True,40.0,0,b-69,12489920,8140.0
9572210,9572210,2021-06-12 15:51:14.490232+00:00,x,y,2021-06-21 16:00:00+00:00,2021-06-21 18:00:00+00:00,alpha,True,35.0,1,a-23,9572210,7150.0
14601788,14601788,2021-07-15 17:24:07.351279+00:00,x,y,2021-07-22 14:00:00+00:00,2021-07-22 16:00:00+00:00,gamma,True,20.0,1,c-4,14601788,7245.0
6376313,6376313,2021-05-07 19:49:34.672322+00:00,x,y,2021-05-09 14:00:00+00:00,2021-05-09 15:55:00+00:00,beta,True,40.0,0,b-9,6376313,8040.0
7995994,7995994,2021-05-29 05:18:37.090353+00:00,x,y,2021-06-09 16:00:00+00:00,2021-06-09 18:00:00+00:00,alpha,True,15.0,1,a-7,7995994,7520.0
8702533,8702533,2021-06-04 11:45:26.905284+00:00,x,y,2021-06-11 05:00:00+00:00,2021-06-11 07:00:00+00:00,gamma,True,20.0,2,c-2,8702533,11900.0
9700099,9700099,2021-06-13 13:24:31.314527+00:00,x,y,2021-07-04 11:00:00+00:00,2021-07-04 12:55:00+00:00,beta,True,20.0,0,b-69,9700099,7180.0
12229129,12229129,2021-07-01 19:45:39.206184+00:00,x,y,2021-07-03 10:00:00+00:00,2021-07-03 12:00:00+00:00,alpha,True,15.0,1,a-7,12229129,14945.0
3301130,3301130,2021-03-15 10:50:39.400848+00:00,x,y,2021-03-16 05:00:00+00:00,2021-03-16 07:00:00+00:00,alpha,True,35.0,1,a-1,3301130,12280.0
18300216,18300216,2021-08-10 19:51:08.684512+00:00,x,y,2021-08-23 10:00:00+00:00,2021-08-23 12:00:00+00:00,gamma,True,20.0,1,c-2,18300216,9280.0
19118040,19118040,2021-08-14 17:27:57.525919+00:00,x,y,2021-08-22 13:00:00+00:00,2021-08-22 15:00:00+00:00,alpha,True,20.0,1,a-9,19118040,25345.0
16803392,16803392,2021-08-01 19:14:17.179880+00:00,x,y,2021-08-02 14:00:00+00:00,2021-08-02 16:00:00+00:00,gamma,True,20.0,1,c-4,16803392,11045.0
20218532,20218532,2021-08-20 18:19:32.125282+00:00,x,y,2021-09-02 10:00:00+00:00,2021-09-02 12:00:00+00:00,alpha,True,15.0,1,a-7,20218532,6810.0
16624228,16624228,2021-07-31 08:53:06.698619+00:00,x,y,2021-08-06 14:00:00+00:00,2021-08-06 16:00:00+00:00,gamma,True,20.0,2,c-4,16624228,9525.0
19122922,19122922,2021-08-14 18:00:22.294917+00:00,x,y,2021-08-24 10:35:00+00:00,2021-08-24 12:35:00+00:00,omega,True,20.0,1,d-3,19122922,10100.0
2728645,2728645,2021-03-06 14:18:41.880046+00:00,x,y,2021-05-01 11:00:00+00:00,2021-05-01 12:55:00+00:00,beta,True,20.0,0,b-69,2728645,11368.0
14606410,14606410,2021-07-15 18:01:33.366088+00:00,x,y,2021-07-17 14:00:00+00:00,2021-07-17 16:00:00+00:00,gamma,True,20.0,2,c-4,14606410,13050.0
13884979,13884979,2021-07-11 02:45:38.992913+00:00,x,y,2021-07-18 17:00:00+00:00,2021-07-18 18:59:00+00:00,gamma,True,20.0,1,c-6,13884979,14065.0
5367553,5367553,2021-04-23 18:25:38.737786+00:00,x,y,2021-04-30 11:00:00+00:00,2021-04-30 13:00:00+00:00,gamma,True,20.0,1,c-4,5367553,7390.0
777608,777608,2021-01-23 07:19:35.076580+00:00,x,y,2021-01-29 05:15:00+00:00,2021-01-29 07:25:00+00:00,alpha,True,20.0,1,a-1,777608,10227.0
20073762,20073762,2021-08-19 23:53:37.499381+00:00,x,y,2021-09-11 14:00:00+00:00,2021-09-11 16:00:00+00:00,gamma,True,20.0,1,c-4,20073762,7500.0
16395299,16395299,2021-07-29 10:35:58.847685+00:00,x,y,2021-07-31 11:00:00+00:00,2021-07-31 12:55:00+00:00,beta,True,40.0,0,b-69,16395299,11030.0
4336639,4336639,2021-04-06 19:24:15.670549+00:00,x,y,2021-04-07 11:00:00+00:00,2021-04-07 12:55:00+00:00,beta,True,40.0,0,b-69,4336639,9656.0
19428753,19428753,2021-08-16 12:05:07.401832+00:00,x,y,2021-08-28 17:00:00+00:00,2021-08-28 18:59:00+00:00,gamma,True,20.0,2,c-6,19428753,9750.0
8492443,8492443,2021-06-02 13:14:01.788818+00:00,x,y,2021-06-29 10:00:00+00:00,2021-06-29 12:00:00+00:00,alpha,True,35.0,1,a-7,8492443,9707.0
11414419,11414419,2021-06-26 22:17:01.583696+00:00,x,y,2021-07-01 11:00:00+00:00,2021-07-01 12:55:00+00:00,beta,True,40.0,0,b-69,11414419,10723.0
19187291,19187291,2021-08-15 06:06:11.517793+00:00,x,y,2021-08-22 16:00:00+00:00,2021-08-22 18:00:00+00:00,alpha,True,15.0,1,a-23,19187291,23895.0
